,lon,lat,variable
438,-111.5144002624998,35.354733278914345,1
439,-98.68363121168142,29.148649433565105,1
440,-78.47348422312797,42.94926300449856,1
441,-116.44763750970752,34.20807057360152,1
442,-89.03998512632758,36.45125413918688,3
443,-79.76635881518901,34.93203446877971,2
444,-112.34065544983206,43.258559292912565,2
445,-91.14531522085852,38.371936774919526,1
446,-75.96162913732722,42.43642118893662,2
447,-77.66760608531148,39.9362150010424,3
448,-81.29354690512548,40.66085860581465,1
449,-97.82801515509033,30.26386707693239,1
450,-75.35710732954391,38.240432732091925,2
451,-87.40942540110613,35.60976407909274,2
452,-95.11708573553094,46.45402390569859,3
453,-90.71892285470167,36.59854787896761,2
454,-88.59197643984776,40.65064370203687,1
455,-82.35366747702322,32.59718689192362,3
456,-85.47578386712412,40.49181753033172,2
457,-93.26283791760852,44.30129226091435,3
458,-91.53981552548736,41.42325461427819,1
459,-84.96690402180032,32.250587379904246,1
460,-82.43058917561773,30.27657620893009,1
461,-92.90462920118432,35.26339675154328,2
462,-85.74530159468802,32.82216165860179,2
463,-111.32782925781687,37.5332466480766,2
464,-77.50174872851375,36.01564752465981,1
465,-91.34159333543806,34.09118338123679,2
466,-80.9686591949716,28.78684532889837,1
